CTT,CGGH,CGGHH,mhh,sigma
-3.0,0.8,-0.8,0.425,0.115258552134037
-1.5,0.2,-0.8,0.585,0.0095333661884069
0.5,0.0,0.3333,0.215,0.017769219353795
0.5,0.5333,0.0,0.655,0.0002594658581074
-1.5,0.0,1.0,0.165,0.1505138874053955
0.0,-0.4,0.0,0.485,0.0001319893635809
0.5,0.0,1.0,0.315,0.0495139919221401
0.0,-0.5333,0.3333,0.225,0.006257124710828
-1.0,0.0,0.0666,0.545,0.0032209393102675
0.5,0.1333,0.0,0.725,0.0001641205017222
-3.0,0.0,1.0,0.6950000000000001,0.0239228978753089
-3.0,0.0,0.3333,0.585,0.0206403154879808
-1.0,0.1333,0.0,0.07500000000000001,0.1658061444759369
-3.0,0.0,0.0,0.165,0.8884885311126709
-3.0,0.0,-0.8,0.065,1.5730726718902588
-3.0,1.0,1.0,0.795,0.0100733796134591
-3.0,1.0,-1.0,0.41500000000000004,0.1238134577870369
-1.0,-0.8,-0.2,0.275,0.0593845844268798
0.0,0.6666,-0.2,0.095,0.0202806517481803
-3.0,0.2666,0.0666,0.5650000000000001,0.0224767234176397
0.5,1.0,-1.0,0.005,6.557485903613272e-05
-1.0,0.2666,0.0,0.07500000000000001,0.152795985341072
-1.0,0.5333,0.3333,0.045,0.0286641996353864
-1.0,-0.5333,0.3333,0.165,0.0985997021198272
-3.0,-0.5333,0.0,0.765,0.0083772046491503
0.5,1.0,-1.0,0.5650000000000001,0.0113099534064531
-3.0,0.0,-1.0,0.41500000000000004,0.1445867270231247
-3.0,-0.5333,-0.2,0.775,0.0038233129307627
0.5,0.1333,0.2666,0.08499999999999999,0.0187165718525648
-1.5,-0.6,0.0,0.325,0.0630252882838249
0.5,-1.0,-0.8,0.655,0.0056681893765926
0.5,-1.0,1.0,0.655,0.010979943908751
-1.5,-0.6,0.0,0.155,0.3391162753105164
0.0,-0.5333,0.3333,0.505,0.0021332188043743
-1.5,0.5333,0.3333,0.065,0.1341955065727234
0.5,0.1333,-0.2,0.625,0.0006533388514071
0.0,-0.4,0.2666,0.055,0.000900748593267
-1.0,0.5333,-0.2,0.055,0.1205453872680664
-3.0,1.0,-0.8,0.41500000000000004,0.1179046928882598
-1.5,-1.0,1.0,0.645,0.0148284407332539
0.0,0.0,0.2666,0.605,0.0009060747688636
0.0,0.1333,0.2666,0.185,0.0069077457301318
-1.5,0.8,0.0,0.185,0.2290563732385635
-3.0,-0.5333,0.3333,0.365,0.1121641993522644
-3.0,0.1333,0.2666,0.295,0.2350954860448837
-1.0,0.5333,0.3333,0.655,0.0027805021964013
0.0,-0.5333,0.3333,0.575,0.0013658483512699
-3.0,-0.4,0.0666,0.215,0.5265330672264099
-1.0,0.8,1.0,0.055,0.0020072504412382
0.5,0.2666,0.2666,0.455,0.0032918192446231
-1.5,-0.6,0.6,0.155,0.206107348203659
-1.5,-0.8,-0.8,0.535,0.0206803251057863
0.0,-0.5333,-0.2,0.095,0.0396185591816902
-1.5,-0.5333,0.2666,0.575,0.0076551483944058
-3.0,0.8,0.0,0.08499999999999999,1.2205337285995483
-3.0,-0.6,-1.0,0.025,1.2363784313201904
-1.0,0.6666,0.3333,0.785,0.0015865465393289
0.0,0.1333,0.0666,0.725,6.848813791293651e-05
0.5,-0.5333,0.3333,0.675,0.0011380333453416
-1.5,-0.8,0.6,0.41500000000000004,0.0265825055539608
0.0,-0.5333,-0.2,0.445,0.0007905311067588
0.5,-0.5333,-0.2,0.455,0.0010760372970253
0.5,1.0,0.0,0.015,0.0353019759058952
-1.5,0.5333,0.0666,0.07500000000000001,0.2572376728057861
-1.0,0.6666,0.0666,0.545,0.0036927389446645
0.5,0.0,1.0,0.20500000000000002,0.0929850339889526
0.5,-0.5333,0.0666,0.645,0.0003481517778709
-1.5,0.2,-0.8,0.485,0.0220718346536159
-1.0,0.8,0.6,0.395,0.0206457693129777
-1.5,-0.5333,-0.2,0.665,0.0016569392755627
0.5,0.6666,0.3333,0.335,0.0099793840199708
0.5,0.0,0.3333,0.065,0.0251982789486646
-1.0,-0.6,-1.0,0.365,0.0555799603462219
-1.0,-1.0,0.0,0.41500000000000004,0.0136665971949696
-1.5,0.0,1.0,0.195,0.1321920454502105
-1.0,0.2666,0.0666,0.505,0.0067375381477177
-1.5,-0.8,1.0,0.435,0.0344877578318119
-3.0,-1.0,1.0,0.595,0.0315046124160289
-3.0,1.0,-1.0,0.605,0.0341705828905105
-3.0,0.0,0.0666,0.485,0.0600078664720058
-1.0,0.1333,-0.2,0.155,0.1673132330179214
-1.0,1.0,-1.0,0.545,0.0127478633075952
0.5,-0.8,-0.2,0.305,0.0015211121644824
-3.0,0.2666,0.2666,0.265,0.3214057683944702
0.5,-0.6,1.0,0.125,0.1175222545862198
-1.5,-0.4,0.3333,0.245,0.0969251841306686
0.0,0.5333,0.0666,0.515,0.000162975731655
-1.0,0.5333,-0.2,0.385,0.0177487209439277
-1.5,0.2666,0.3333,0.505,0.0118614351376891
-1.5,-0.5333,0.2666,0.7050000000000001,0.0035326341167092
-3.0,-0.8,0.0,0.005,0.0739531069993972
-3.0,-0.4,0.3333,0.175,0.6980754733085632
-1.0,0.0,-0.8,0.14500000000000002,0.351531445980072
-1.0,-0.6,0.6,0.6950000000000001,0.0045467861928045
-1.5,-0.4,0.3333,0.34500000000000003,0.0368000231683254
-1.5,0.1333,-0.2,0.685,0.0034169731661677
0.0,-0.4,0.2666,0.455,0.0016687088645994
-1.0,0.6666,0.0,0.355,0.017348738387227
-1.0,-0.6,-0.8,0.545,0.0144931636750698
0.5,-1.0,-0.8,0.11499999999999999,0.041512232273817
0.5,-0.4,0.0666,0.07500000000000001,0.0024828815367072
-1.0,-1.0,0.0,0.165,0.1630645543336868
0.5,0.1333,0.0,0.185,0.0050288764759898
0.5,1.0,1.0,0.515,0.0196976698935031
0.0,0.2666,-0.2,0.195,0.0088758561760187
-1.0,0.2,-0.8,0.675,0.0057248822413384
0.0,0.6666,0.0,0.065,0.0015593493590131
0.5,-0.6,-0.2,0.575,0.0008368082344532
-1.5,0.2,-0.8,0.525,0.025670688599348
-1.0,-0.4,0.0666,0.305,0.0268925726413726
-1.5,-0.4,0.3333,0.14500000000000002,0.2413452565670013
0.5,-0.5333,0.0,0.045,0.00078580097761
-1.5,-0.6,0.0,0.375,0.0363043174147605
0.5,0.8,0.6,0.665,0.0039670569822192
0.5,-0.6,-0.8,0.485,0.0096302833408117
0.5,-0.5333,0.0,0.625,0.0002442257828079
0.5,1.0,0.0,0.535,0.0007916606846265
-1.0,-0.4,-0.2,0.445,0.0124535392969846
-3.0,0.1333,0.0,0.6950000000000001,0.0133421141654253
0.5,0.5333,0.3333,0.595,0.0025688735768198
-3.0,-0.4,-0.2,0.08499999999999999,1.3810442686080933
0.5,-0.8,1.0,0.505,0.0190389491617679
-3.0,-0.5333,0.3333,0.055,0.6506496667861938
-3.0,0.0,-1.0,0.475,0.1136232614517212
-3.0,0.2,-1.0,0.185,1.1711146831512451
0.5,0.2,0.6,0.325,0.0238929633051157
0.5,0.0,0.3333,0.5650000000000001,0.0022534974850714
-1.5,-0.4,0.3333,0.005,0.0113511718809604
-3.0,0.8,-0.2,0.215,0.6120120286941528
-3.0,-0.8,-1.0,0.255,0.6454262733459473
0.5,1.0,-1.0,0.425,0.0156620852649211
-1.0,0.6666,0.0,0.405,0.0144944274798035
-1.5,0.8,0.0,0.315,0.0744645446538925
-1.5,0.2666,0.0,0.675,0.0032004546374082
-1.5,0.2666,-0.2,0.235,0.1409211158752441
0.0,0.5333,0.2666,0.125,0.0077988673001527
-1.0,-0.4,0.2666,0.485,0.0077562378719449
0.5,0.2,-0.2,0.005,0.0006262314273044
0.5,0.6666,0.2666,0.125,0.0267196390777826
-3.0,-0.5333,0.3333,0.5650000000000001,0.0305851493030786
0.0,0.5333,-0.2,0.015,0.0002353216405026
-1.5,0.8,1.0,0.10500000000000001,0.1405234485864639
-3.0,-0.6,0.6,0.645,0.0138518027961254
0.5,-0.6,-0.8,0.275,0.0186919420957565
0.5,-0.6,-0.2,0.605,0.0007563565159216
0.5,0.1333,0.0,0.645,0.000319076469168
0.5,-0.8,1.0,0.545,0.0153799578547477
-1.5,0.8,-0.8,0.795,0.0039028958417475
-3.0,1.0,-0.2,0.025,0.4982958436012268
-3.0,1.0,0.6,0.155,0.772321879863739
-1.5,-0.5333,0.2666,0.735,0.0044121411629021
-3.0,0.6666,0.0666,0.485,0.0425475798547267
0.0,-0.4,0.3333,0.645,0.0009071862441487
-1.5,0.6666,0.0666,0.275,0.0844517722725868
-1.0,1.0,1.0,0.425,0.0282456148415803
-1.5,-0.4,0.0,0.775,0.0027993582189083
-3.0,0.1333,0.3333,0.395,0.1018193140625953
-3.0,-1.0,-1.0,0.305,0.3998275101184845
0.5,-0.8,0.0,0.515,0.0007588366279378
-1.5,0.2666,0.0666,0.765,0.0018248634878546
0.0,0.1333,-0.2,0.195,0.008899443782866
0.5,1.0,0.6,0.515,0.0080952495336532
-3.0,0.8,-1.0,0.095,2.0360708236694336
-3.0,1.0,-0.2,0.755,0.0045321593061089
0.5,-1.0,0.0,0.575,0.0004763907345477
-1.0,-0.5333,0.0666,0.185,0.1067940294742584
-1.5,-0.4,0.2666,0.725,0.0040439558215439
0.0,0.6666,0.2666,0.265,0.0053910380229353
0.0,0.1333,0.0666,0.395,0.0005580767174251
-3.0,0.2,0.6,0.765,0.0147636961191892
0.5,-1.0,0.0,0.545,0.0006223572418093
-3.0,-0.5333,0.3333,0.655,0.010190263390541
-1.0,0.6666,0.0,0.255,0.0484918430447578
-1.5,-0.6,-0.8,0.095,0.8503676652908325
-1.0,-0.4,0.3333,0.405,0.0136727802455425
0.5,0.5333,0.0,0.045,0.0144011545926332
-1.5,-1.0,1.0,0.655,0.0183572005480527
-1.5,-0.6,-1.0,0.235,0.2791282534599304
-1.0,0.0,0.0666,0.015,0.038458727300167
-3.0,-0.6,-0.8,0.575,0.0296223256736993
-1.0,-0.8,-1.0,0.785,0.0041818413883447
-1.5,-0.4,0.2666,0.405,0.0283339954912662
-3.0,0.0,0.0666,0.335,0.1607877910137176
0.0,-0.5333,0.3333,0.515,0.0021860133856534
-3.0,1.0,-0.8,0.485,0.0840372145175933
-1.5,0.2666,0.3333,0.605,0.0078286472707986
-3.0,0.2,1.0,0.20500000000000002,0.447363406419754
-1.5,-0.6,0.6,0.665,0.0077567882835865
-1.5,0.1333,0.0666,0.385,0.0291620939970016
0.5,0.6666,0.2666,0.6950000000000001,0.0008397856727242
-1.0,1.0,1.0,0.795,0.0073625082150101
-1.5,0.0,0.0666,0.385,0.0246670600026846
-1.5,-1.0,-1.0,0.07500000000000001,1.0162761211395264
0.5,0.0,-1.0,0.455,0.0171489678323268
-1.5,0.6666,0.2666,0.11499999999999999,0.2788645625114441
0.5,0.0,1.0,0.625,0.0120255080983042
0.5,-0.8,-0.2,0.455,0.0012083512265235
-3.0,0.2,-1.0,0.34500000000000003,0.273501992225647
0.5,-0.5333,0.0,0.775,0.0001165324647445
-1.0,-1.0,0.0,0.745,0.0014502971898764
-1.0,1.0,-1.0,0.635,0.0123251313343644
0.5,0.1333,0.2666,0.305,0.0084565244615077
-1.0,0.8,0.6,0.635,0.0064712245948612
-1.5,0.5333,0.0666,0.595,0.0044038342311978
-1.0,-1.0,1.0,0.585,0.01517463196069
-3.0,-0.4,0.0,0.485,0.0542841292917728
-1.5,0.0,1.0,0.28500000000000003,0.0801236927509307
-3.0,0.8,-1.0,0.245,0.5994355082511902
-3.0,-0.8,-0.8,0.325,0.2786709666252136
0.0,-0.4,0.0,0.755,3.991727135144174e-05
-1.5,0.5333,0.3333,0.08499999999999999,0.2236246317625044
-3.0,0.2666,0.2666,0.20500000000000002,0.5045020580291748
0.5,0.5333,-0.2,0.725,0.0002573894744273
-1.0,0.1333,0.0,0.635,0.0026972896885126
0.0,0.5333,0.2666,0.445,0.0021001533605158
0.5,-0.8,0.6,0.595,0.0057441806420683
-1.5,-1.0,-0.8,0.34500000000000003,0.0808294415473938
-1.0,-0.4,0.3333,0.165,0.0975668355822563
-1.5,1.0,-1.0,0.235,0.2576591968536377
-1.0,0.1333,0.0,0.125,0.1758311986923217
-3.0,0.2,-0.2,0.525,0.0458096042275428
-1.5,0.2,0.6,0.295,0.0703012570738792
0.5,1.0,0.6,0.34500000000000003,0.0189763326197862
0.5,0.6666,0.3333,0.465,0.0036497414112091
0.5,0.0,-1.0,0.185,0.031562153249979
-3.0,0.1333,0.3333,0.245,0.3680662214756012
-1.5,-1.0,-0.8,0.305,0.1247380971908569
-3.0,-0.5333,0.2666,0.185,0.6546149253845215
-1.0,1.0,0.0,0.595,0.0030072790104895
-1.0,0.8,-0.2,0.6950000000000001,0.0014756394084542
-1.0,-0.8,-0.2,0.655,0.0024457974359393
0.0,0.1333,0.3333,0.34500000000000003,0.0040827263146638
0.5,0.1333,-0.2,0.635,0.0005267024971544
-1.0,0.1333,-0.2,0.605,0.002075221389532
0.5,0.0,0.0,0.035,0.0057442272081971
-1.5,0.2666,0.0666,0.645,0.0048724338412284
-1.5,1.0,0.0,0.545,0.013021906837821
-1.0,0.0,1.0,0.305,0.0494321882724762
-1.5,0.6666,0.3333,0.365,0.0353722423315048
-3.0,0.2,0.6,0.095,1.0463765859603882
-3.0,-0.5333,0.2666,0.025,0.5070892572402954
-1.0,-0.6,-1.0,0.625,0.0142823867499828
-1.5,-1.0,-0.8,0.005,0.0735684037208557
-3.0,0.2666,0.3333,0.165,0.6916369199752808
-1.0,-0.4,0.0,0.08499999999999999,0.2095240205526352
-1.0,-0.8,-0.2,0.735,0.0014684284105896
-1.0,0.8,0.0,0.275,0.0521415024995803
0.0,0.5333,-0.2,0.20500000000000002,0.0077184317633509
0.5,0.5333,0.0,0.6950000000000001,0.0002040805702563
0.5,-0.8,-1.0,0.255,0.0305840484797954
-1.0,0.8,-1.0,0.605,0.0109987175092101
-1.5,-0.8,-0.8,0.175,0.4684428572654724
-1.5,0.2,0.6,0.135,0.2288454771041869
0.0,0.1333,0.3333,0.725,0.000541205285117
-1.0,1.0,-1.0,0.325,0.0736100748181343
-3.0,1.0,0.6,0.275,0.2812039852142334
-1.0,0.5333,0.3333,0.11499999999999999,0.1246784925460815
-1.0,0.0,0.6,0.255,0.0512386448681354
-1.5,0.2666,0.0666,0.165,0.2475962936878205
-3.0,0.2,-0.2,0.635,0.0168746449053287
0.5,-0.6,-0.8,0.665,0.0052709514275193
-3.0,0.1333,0.0666,0.215,0.4969636797904968
-1.5,0.2,0.6,0.045,0.0825797319412231
-1.0,-1.0,-0.8,0.615,0.0121658444404602
0.5,0.2,1.0,0.355,0.0375081785023212
-3.0,-0.4,-0.2,0.635,0.0189273357391357
0.5,-1.0,0.0,0.165,0.0026248903013765
0.0,0.6666,0.0,0.545,5.170091026229784e-05
-3.0,-0.4,0.3333,0.375,0.1020082905888557
0.5,-0.6,-0.2,0.215,0.0011153890518471
-3.0,-0.8,-0.8,0.215,0.7876617908477783
0.5,-0.5333,0.3333,0.455,0.0032347228843718
-1.5,0.2,0.6,0.10500000000000001,0.2485387474298477
-1.0,-0.4,0.0666,0.245,0.0527814663946628
0.5,-0.8,-0.2,0.735,0.0005434188060462
-1.5,0.1333,-0.2,0.535,0.0072040203958749
-3.0,0.0,0.0,0.725,0.008992382325232
-1.0,0.0,-0.8,0.135,0.4054427742958069
-1.0,0.8,0.6,0.545,0.0098048243671655
0.5,0.2666,0.0,0.375,0.0015772589249536
0.5,1.0,-0.2,0.335,0.0014307219535112
0.0,0.6666,-0.2,0.335,0.0013270698254927
0.5,0.2,-0.8,0.125,0.0239834375679492
0.5,-1.0,0.0,0.795,0.0001316122506977
-1.0,-0.6,1.0,0.28500000000000003,0.0482930913567543
0.5,0.5333,0.0666,0.645,0.0003672706952784
-1.5,-0.4,0.0666,0.135,0.3174939155578613
-3.0,0.6666,0.2666,0.625,0.0124043468385934
-1.5,-0.5333,0.0,0.685,0.0039214803837239
-1.0,-1.0,-0.8,0.375,0.0410040281713008
0.5,-1.0,-0.8,0.20500000000000002,0.021256199106574
-1.5,0.5333,0.2666,0.745,0.0012708576396107
0.5,-0.5333,0.3333,0.07500000000000001,0.0144308125600218
0.0,-0.4,0.0666,0.785,6.63153114146553e-05
-1.0,0.0,0.3333,0.445,0.0093948859721422
-1.0,0.6666,0.3333,0.295,0.030978973954916
-1.0,0.1333,0.0,0.655,0.0010140717495232
-3.0,-0.6,0.0,0.6950000000000001,0.01057093963027
-3.0,-0.5333,0.0,0.355,0.1320619732141494
0.5,-0.6,-0.8,0.545,0.0085847871378064
-3.0,0.2666,0.0666,0.545,0.0385501570999622
-3.0,0.2,-0.2,0.675,0.0120541099458932
-3.0,0.0,0.0,0.715,0.0150413317605853
-3.0,-0.8,0.6,0.275,0.3195190727710724
-3.0,0.1333,-0.2,0.715,0.007269010413438
0.0,0.5333,-0.2,0.745,0.0002034329081652
-3.0,-0.6,-0.8,0.425,0.1053091213107109
-1.5,-0.4,0.0,0.435,0.0244761612266302
-1.0,0.1333,0.2666,0.765,0.0013047355460003
-1.5,0.2666,0.3333,0.425,0.0217102505266666
-3.0,1.0,0.0,0.495,0.0560880787670612
0.0,-0.4,0.2666,0.14500000000000002,0.0074329357594251
-1.5,0.6666,0.2666,0.645,0.0037403141614049
-1.0,-0.5333,-0.2,0.485,0.0086475908756256
0.5,0.0,1.0,0.375,0.0303381569683551
-1.0,0.6666,0.0,0.235,0.0618998855352401
0.5,0.1333,0.0,0.385,0.0014881410170346
-1.0,-0.6,1.0,0.575,0.0138381524011492
-3.0,0.6666,-0.2,0.005,0.0488719828426837
-1.0,-1.0,-1.0,0.685,0.0101750064641237
-1.5,1.0,-0.2,0.795,0.0030389674939215
-1.5,0.5333,-0.2,0.715,0.00251918239519
-1.0,0.5333,0.2666,0.525,0.0045043104328215
-1.5,-0.5333,-0.2,0.07500000000000001,0.4062874317169189
0.0,-0.5333,-0.2,0.385,0.0009322360274381
-3.0,0.1333,0.0,0.385,0.1101195588707924
0.5,0.1333,-0.2,0.225,0.0013391855172812
-1.5,0.6666,0.2666,0.715,0.0037452466785907
-1.0,0.8,0.6,0.675,0.0061791166663169
-1.0,0.1333,0.2666,0.165,0.0995212793350219
-1.5,-0.8,1.0,0.41500000000000004,0.0409948639571666
0.5,0.2666,0.0,0.745,0.0001973443140741
0.5,0.5333,0.0,0.735,0.0001765155175235
0.0,0.1333,-0.2,0.525,0.000410647742683
0.0,-0.5333,0.0666,0.675,0.0001075753534678
0.5,0.8,-0.8,0.035,0.0067987442016601
-1.5,0.6666,0.0666,0.195,0.163224920630455
-1.5,0.0,0.2666,0.315,0.0515463165938854
-1.0,0.2666,0.3333,0.655,0.0027865841984748
0.0,0.6666,0.2666,0.555,0.0012108421651646
-1.5,0.0,0.3333,0.645,0.0031335086096078
-1.0,0.6666,0.2666,0.635,0.0027448805049061
-3.0,0.6666,-0.2,0.315,0.2187264561653136
0.5,-0.6,1.0,0.28500000000000003,0.0517490729689598
-1.0,0.1333,0.0,0.235,0.0664098560810089
-3.0,0.2666,0.2666,0.655,0.0118310088291764
-1.0,0.2666,-0.2,0.14500000000000002,0.1868506520986557
-1.0,0.0,0.0,0.775,0.0010334920370951
-1.0,0.0,1.0,0.295,0.0555477552115917
-1.5,-0.4,0.3333,0.11499999999999999,0.3071654140949249
-1.0,0.0,0.0,0.595,0.0037899087183177
-1.5,0.8,0.6,0.08499999999999999,0.1863427311182022
0.0,0.1333,0.2666,0.215,0.0064482372254133
0.5,-0.8,0.6,0.425,0.0104610240086913
-1.0,-0.6,-1.0,0.435,0.0321105755865573
-1.5,0.2666,0.3333,0.015,0.0418870560824871
-1.0,-1.0,-1.0,0.7050000000000001,0.0058727916330099
-1.0,0.2,0.0,0.585,0.0028164044488221
-3.0,0.0,-0.2,0.585,0.0281799919903278
0.5,0.8,-0.8,0.265,0.0132792703807353
-1.0,0.8,0.0,0.035,0.0543043687939643
-1.5,1.0,-0.8,0.395,0.0504962056875228
-1.0,0.1333,0.3333,0.765,0.0011158681008964
-3.0,-0.6,0.0,0.225,0.5447735190391539
-3.0,-0.8,0.0,0.065,1.1116514205932615
0.0,0.0,0.0,0.665,5.234118725638837e-05
-1.0,0.6666,0.2666,0.055,0.0466119274497032
0.5,0.0,-1.0,0.14500000000000002,0.0389739647507667
-1.5,0.2666,0.3333,0.535,0.0080753024667501
-1.5,-0.6,0.6,0.065,0.1658530235290527
0.0,-0.5333,-0.2,0.575,0.0001697006373433
0.5,-0.5333,0.3333,0.785,0.0005996782565489
0.0,0.5333,0.3333,0.375,0.0035455303732305
0.0,-0.4,-0.2,0.395,0.0010760866571217
-3.0,0.2,-0.2,0.425,0.0964245796203613
-3.0,-0.6,0.6,0.625,0.0277096200734376
-3.0,0.2666,0.2666,0.445,0.0680044218897819
-3.0,0.2,-1.0,0.6950000000000001,0.0186758171766996
-3.0,-1.0,1.0,0.515,0.0588502287864685
-1.0,0.0,-0.2,0.015,0.0635621175169944
0.0,0.2666,-0.2,0.325,0.0018806296866387
-3.0,-0.6,-1.0,0.315,0.300628125667572
-1.5,0.2,-0.8,0.425,0.0423683188855648
-1.0,0.0,0.3333,0.245,0.0457421503961086
-1.0,0.0,0.3333,0.645,0.0032993725035339
-1.5,0.0,0.0,0.365,0.0325008705258369
-1.5,0.8,-0.2,0.235,0.1621018350124359
0.5,0.2,0.0,0.165,0.007082805968821
-3.0,0.0,0.0,0.755,0.0101011833176016
-3.0,-1.0,-0.8,0.585,0.0439126789569854
-1.5,1.0,0.6,0.595,0.0106746079400181
0.5,0.2,-0.8,0.535,0.0079699670895934
0.5,0.1333,-0.2,0.6950000000000001,0.0004390416142996
-3.0,0.1333,-0.2,0.11499999999999999,1.308268427848816
-3.0,0.1333,-0.2,0.225,0.4917565882205963
0.5,0.1333,0.0666,0.235,0.0054008243605494
-3.0,0.0,-0.2,0.645,0.0232850108295679
-1.5,0.6666,-0.2,0.745,0.0010591724421828
-1.0,0.8,-0.8,0.405,0.0356937572360038
0.0,0.1333,0.0666,0.165,0.0070656319148838
-1.5,-1.0,1.0,0.385,0.040491834282875
-3.0,-0.4,0.0666,0.055,0.7332528233528137
0.5,0.2,-0.8,0.475,0.0113617610186338
0.5,-0.8,1.0,0.475,0.0193193145096302
-1.5,0.5333,0.0,0.665,0.0030808360315859
0.0,-0.4,-0.2,0.055,0.0246072132140398
0.5,0.5333,0.0,0.425,0.001156844664365
-1.0,-0.8,-0.2,0.20500000000000002,0.1235778108239174
-3.0,0.5333,0.0666,0.425,0.0639666989445686
-1.0,1.0,0.6,0.195,0.0719271302223205
-1.5,1.0,0.0,0.755,0.0034639174118638
-1.0,-0.6,0.6,0.065,0.0696528181433677
-1.5,0.0,0.0,0.535,0.0080575235188007
-1.0,-0.8,-1.0,0.41500000000000004,0.0491667389869689
0.0,0.6666,0.0,0.215,0.0036170464009046
0.5,0.1333,0.2666,0.525,0.0022926325909793
0.5,-0.6,-0.8,0.365,0.0126282786950469
0.5,0.0,0.6,0.645,0.0038289369549602
-3.0,0.5333,0.2666,0.455,0.0482263527810573
-1.0,0.8,0.0,0.10500000000000001,0.1921276450157164
0.0,0.6666,0.2666,0.475,0.0017587696202099
-1.0,-0.8,1.0,0.28500000000000003,0.0547165349125862
-1.0,0.2666,0.0666,0.305,0.0330240949988365
0.5,-0.6,-0.8,0.095,0.049529280513525
-3.0,0.5333,0.3333,0.6950000000000001,0.0103246867656707
-1.0,0.0,-0.2,0.665,0.0017508193850517
0.5,0.2,-0.2,0.07500000000000001,0.0003163940855301
-1.0,0.0,0.0666,0.225,0.0670840442180633
0.0,0.5333,0.3333,0.605,0.0017157043330371
0.5,0.2666,-0.2,0.365,0.001294195652008
0.5,0.8,-0.8,0.325,0.0129221258684992
-1.0,1.0,-1.0,0.615,0.0098748076707124
-1.0,0.2666,0.0666,0.725,0.0018441736465319
0.5,-0.4,0.0666,0.685,0.0003452076343819
0.5,0.8,0.6,0.585,0.0049073877744376
0.5,-0.8,1.0,0.685,0.0068466113880276
-3.0,-0.5333,0.0,0.125,1.1593297719955444
-1.0,-0.8,-1.0,0.455,0.0324426218867301
-3.0,-0.6,-0.8,0.505,0.0707516819238662
0.5,0.5333,0.0666,0.135,0.0109817190095782
-1.0,0.5333,0.0666,0.725,0.0010573106119409
0.5,0.1333,0.0666,0.245,0.0057221697643399
-1.5,-0.5333,-0.2,0.685,0.0037232120521366
-1.5,0.8,0.6,0.305,0.0684075951576232
-3.0,0.8,-0.2,0.165,1.0545156002044678
-1.5,0.0,0.0666,0.375,0.0337674617767334
-1.5,0.1333,0.3333,0.14500000000000002,0.2170765697956084
-3.0,-0.8,-1.0,0.005,0.1667338013648986
-3.0,-0.8,0.6,0.555,0.0337328575551509
-3.0,0.8,0.0,0.655,0.0116194682195782
0.0,0.5333,-0.2,0.10500000000000001,0.0242632459849119
-1.5,-0.5333,0.2666,0.485,0.017364002764225
-1.0,0.2,-0.2,0.28500000000000003,0.0455526933073997
-1.0,0.0,0.3333,0.175,0.0857633426785469
-1.5,0.0,0.2666,0.10500000000000001,0.3124321699142456
-1.5,0.5333,0.2666,0.295,0.0715051144361496
-1.0,0.2666,-0.2,0.755,0.0006061779567971
-3.0,0.0,0.6,0.015,0.2453478127717972
0.5,0.1333,-0.2,0.425,0.0011891133617609
0.5,0.0,1.0,0.505,0.0197563543915748
-1.5,0.2666,0.2666,0.475,0.0163694210350513
0.5,-0.8,0.6,0.225,0.0360584072768688
-1.0,-1.0,0.0,0.28500000000000003,0.0399799235165119
-1.5,-0.8,-0.8,0.455,0.038010150194168
-1.0,-0.4,0.2666,0.5650000000000001,0.0028720051050186
-3.0,0.2,-0.8,0.535,0.0627905577421188
-1.5,0.5333,0.0,0.435,0.0249626189470291
-1.5,0.0,-0.2,0.265,0.1156346797943115
-1.0,-0.4,-0.2,0.545,0.0043263905681669
-1.5,-1.0,0.6,0.585,0.0068803043104708
0.0,0.5333,0.0666,0.055,0.0004861771303694
-1.5,0.2666,0.2666,0.6950000000000001,0.0026353823486715
-3.0,0.0,0.0,0.235,0.5204822421073914
-1.5,-0.6,-0.2,0.665,0.001256984192878
0.5,0.1333,0.3333,0.165,0.0228191427886486
-1.5,-0.6,-0.8,0.305,0.1357777863740921
-1.5,-0.8,-0.2,0.175,0.3107292056083679
0.5,0.2666,0.0,0.08499999999999999,0.0050879581831395
0.0,0.6666,0.2666,0.585,0.0012388036120682
0.5,0.1333,0.2666,0.335,0.0066436203196644
-1.5,0.6666,0.3333,0.465,0.0160059090703725
0.5,-0.8,0.0,0.07500000000000001,0.0002078661491395
0.5,0.8,-0.2,0.475,0.000897106830962
-1.5,0.0,0.2666,0.465,0.0158612634986639
-3.0,0.8,-0.2,0.645,0.0149599621072411
0.0,0.5333,-0.2,0.385,0.0009720597881823
-1.5,-0.8,0.6,0.385,0.0365255400538444
-1.0,0.2666,0.0666,0.315,0.0276875607669353
0.5,-0.5333,0.3333,0.08499999999999999,0.0127672022208571
-1.0,-1.0,0.0,0.775,0.0012433978263288
0.5,0.2,0.0,0.465,0.0009158757748082
0.5,-0.8,-1.0,0.405,0.0192403085529804
-1.5,0.8,0.0,0.215,0.1664853245019912
-1.5,0.0,0.6,0.555,0.0133187780156731
-3.0,-0.6,-0.8,0.385,0.189231425523758
-1.0,-0.5333,0.0666,0.5650000000000001,0.0032112458720803
-1.5,0.1333,-0.2,0.175,0.2741055488586426
-3.0,-0.4,0.0666,0.335,0.1822703033685684
-1.0,0.8,1.0,0.575,0.0172278992831707
-1.0,0.0,0.3333,0.545,0.0052194651216268
-1.5,1.0,0.6,0.335,0.0528482571244239
-3.0,-0.5333,0.2666,0.575,0.0230548568069934
0.5,0.1333,0.0,0.605,0.0003555432194843
